-10 0 -30 0 0.0
-10 0 -30 1 0.0
-10 0 -29 0 0.0
-10 0 -29 1 0.0
-10 0 -28 0 0.0
-10 0 -28 1 0.0
-10 0 -27 0 0.0
-10 0 -27 1 0.0
-10 0 -26 0 0.0
-10 0 -26 1 0.0
-10 0 -25 0 0.0
-10 0 -25 1 0.0
-10 0 -24 0 0.0
-10 0 -24 1 0.0
-10 0 -23 0 0.0
-10 0 -23 1 0.0
-10 0 -22 0 0.0
-10 0 -22 1 0.0
-10 0 -21 0 0.0
-10 0 -21 1 0.0
-10 0 -20 0 0.0
-10 0 -20 1 0.0
-10 0 -19 0 0.0
-10 0 -19 1 0.0
-10 0 -18 0 0.0
-10 0 -18 1 0.0
-10 0 -17 0 0.0
-10 0 -17 1 0.0
-10 0 -16 0 0.0
-10 0 -16 1 0.0
-10 0 -15 0 0.0
-10 0 -15 1 0.0
-10 0 -14 0 0.0
-10 0 -14 1 0.0
-10 0 -13 0 0.0
-10 0 -13 1 0.0
-10 0 -12 0 0.0
-10 0 -12 1 0.0
-10 0 -11 0 0.0
-10 0 -11 1 0.0
-10 0 -10 0 0.0
-10 0 -10 1 0.0
-10 0 -9 0 0.0
-10 0 -9 1 0.0
-10 0 -8 0 0.0
-10 0 -8 1 0.0
-10 0 -7 0 0.0
-10 0 -7 1 0.0
-10 0 -6 0 -297700.584181
-10 0 -6 1 -2981652.57169
-10 0 -5 0 -185244.452021
-10 0 -5 1 -15274502.4862
-10 0 -4 0 -31286330.7235
-10 0 -4 1 -41875501.2783
-10 0 -3 0 -89618953.3199
-10 0 -3 1 -92278510.9164
-10 0 -2 0 -51335864.9206
-10 0 -2 1 -77631840.0
-10 0 -1 0 0.0
-10 0 -1 1 0.0
-10 0 0 0 0.0
-10 0 0 1 0.0
-10 0 1 0 0.0
-10 0 1 1 0.0
-10 0 2 0 0.0
-10 0 2 1 0.0
-10 0 3 0 0.0
-10 0 3 1 0.0
-10 0 4 0 0.0
-10 0 4 1 0.0
-10 0 5 0 0.0
-10 0 5 1 0.0
-10 0 6 0 0.0
-10 0 6 1 0.0
-10 0 7 0 0.0
-10 0 7 1 0.0
-10 0 8 0 0.0
-10 0 8 1 0.0
-10 0 9 0 0.0
-10 0 9 1 0.0
-10 0 10 0 0.0
-10 0 10 1 0.0
-10 0 11 0 0.0
-10 0 11 1 0.0
-10 0 12 0 0.0
-10 0 12 1 0.0
-10 0 13 0 0.0
-10 0 13 1 0.0
-10 0 14 0 0.0
-10 0 14 1 0.0
-10 0 15 0 0.0
-10 0 15 1 0.0
-10 0 16 0 0.0
-10 0 16 1 0.0
-10 0 17 0 0.0
-10 0 17 1 0.0
-10 0 18 0 0.0
-10 0 18 1 0.0
-10 0 19 0 0.0
-10 0 19 1 0.0
-10 0 20 0 0.0
-10 0 20 1 0.0
-10 0 21 0 0.0
-10 0 21 1 0.0
-10 0 22 0 0.0
-10 0 22 1 0.0
-10 0 23 0 0.0
-10 0 23 1 0.0
-10 0 24 0 0.0
-10 0 24 1 0.0
-10 0 25 0 0.0
-10 0 25 1 0.0
-10 0 26 0 0.0
-10 0 26 1 0.0
-10 0 27 0 0.0
-10 0 27 1 0.0
-10 0 28 0 0.0
-10 0 28 1 0.0
-10 0 29 0 0.0
-10 0 29 1 0.0
-10 1 -30 0 0.0
-10 1 -30 1 0.0
-10 1 -29 0 0.0
-10 1 -29 1 0.0
-10 1 -28 0 0.0
-10 1 -28 1 0.0
-10 1 -27 0 0.0
-10 1 -27 1 0.0
-10 1 -26 0 0.0
-10 1 -26 1 0.0
-10 1 -25 0 0.0
-10 1 -25 1 0.0
-10 1 -24 0 0.0
-10 1 -24 1 0.0
-10 1 -23 0 0.0
-10 1 -23 1 0.0
-10 1 -22 0 0.0
-10 1 -22 1 0.0
-10 1 -21 0 0.0
-10 1 -21 1 0.0
-10 1 -20 0 -36000000.0
-10 1 -20 1 -20000000.0
-10 1 -19 0 -43039999.68
-10 1 -19 1 -41713182.3923
-10 1 -18 0 -74943907.125
-10 1 -18 1 -79432624.67
-10 1 -17 0 -82184169.2176
-10 1 -17 1 -75262990.8587
-10 1 -16 0 -77587930.3655
-10 1 -16 1 -89438601.4231
-10 1 -15 0 -66673877.5541
-10 1 -15 1 -86578227.2
-10 1 -14 0 -88001589.6211
-10 1 -14 1 -88854767.5052
-10 1 -13 0 -79603825.5233
-10 1 -13 1 -84472542.3969
-10 1 -12 0 -85319013.7661
-10 1 -12 1 -91329555.8377
-10 1 -11 0 -73340429.5347
-10 1 -11 1 -83135004.1351
-10 1 -10 0 -76771449.4558
-10 1 -10 1 -94078568.2574
-10 1 -9 0 -79323622.1208
-10 1 -9 1 -98528391.445
-10 1 -8 0 -87591213.417
-10 1 -8 1 -72118245.3613
-10 1 -7 0 -44643775.2787
-10 1 -7 1 -78537154.4593
-10 1 -6 0 -1996932.5977
-10 1 -6 1 -442428.956343
-10 1 -5 0 -26208.8858326
-10 1 -5 1 -9881469.21498
-10 1 -4 0 -33200857.5841
-10 1 -4 1 -41052720.9604
-10 1 -3 0 -86033219.6669
-10 1 -3 1 -108395710.627
-10 1 -2 0 -93489823.0553
-10 1 -2 1 -87219734.5016
-10 1 -1 0 -80578547.1382
-10 1 -1 1 -77550594.8098
-10 1 0 0 -98090503.1639
-10 1 0 1 -97805546.8179
-10 1 1 0 -94181931.7936
-10 1 1 1 -95971137.0146
-10 1 2 0 -91330983.1771
-10 1 2 1 -97623061.5624
-10 1 3 0 -89713731.2493
-10 1 3 1 -96260342.4836
-10 1 4 0 -89659783.7808
-10 1 4 1 -97070746.1178
-10 1 5 0 -92750168.2706
-10 1 5 1 -96825814.3199
-10 1 6 0 -91204342.515
-10 1 6 1 -96420127.1426
-10 1 7 0 -92447241.476
-10 1 7 1 -94412780.4207
-10 1 8 0 -89071194.3759
-10 1 8 1 -92654182.0168
-10 1 9 0 -81379932.6995
-10 1 9 1 -85692857.7501
-10 1 10 0 -78011617.744
-10 1 10 1 -88200378.9504
-10 1 11 0 -88621912.7895
-10 1 11 1 -88420972.5155
-10 1 12 0 -82230792.211
-10 1 12 1 -77389389.4184
-10 1 13 0 -60354744.5419
-10 1 13 1 -58259199.5194
-10 1 14 0 -15330738.5119
-10 1 14 1 -19999999.5043
-10 1 15 0 0.4
-10 1 15 1 0.0
-10 1 16 0 0.0
-10 1 16 1 0.0
-10 1 17 0 0.0
-10 1 17 1 0.0
-10 1 18 0 0.0
-10 1 18 1 0.0
-10 1 19 0 0.0
-10 1 19 1 0.0
-10 1 20 0 0.0
-10 1 20 1 0.0
-10 1 21 0 0.0
-10 1 21 1 0.0
-10 1 22 0 0.0
-10 1 22 1 0.0
-10 1 23 0 0.0
-10 1 23 1 0.0
-10 1 24 0 0.0
-10 1 24 1 0.0
-10 1 25 0 0.0
-10 1 25 1 0.0
-10 1 26 0 0.0
-10 1 26 1 0.0
-10 1 27 0 0.0
-10 1 27 1 0.0
-10 1 28 0 0.0
-10 1 28 1 0.0
-10 1 29 0 0.0
-10 1 29 1 0.0
-10 2 -30 0 0.0
-10 2 -30 1 0.0
-10 2 -29 0 0.0
-10 2 -29 1 0.0
-10 2 -28 0 0.0
-10 2 -28 1 0.0
-10 2 -27 0 0.0
-10 2 -27 1 0.0
-10 2 -26 0 0.0
-10 2 -26 1 0.0
-10 2 -25 0 0.0
-10 2 -25 1 0.0
-10 2 -24 0 0.0
-10 2 -24 1 0.0
-10 2 -23 0 0.0
-10 2 -23 1 0.0
-10 2 -22 0 0.0
-10 2 -22 1 0.0
-10 2 -21 0 0.0
-10 2 -21 1 0.0
-10 2 -20 0 0.4
-10 2 -20 1 0.0
-10 2 -19 0 -10422463.501
-10 2 -19 1 -17245176.0463
-10 2 -18 0 -20369854.8189
-10 2 -18 1 -13504563.8685
-10 2 -17 0 -8983370.18919
-10 2 -17 1 -21318964.5793
-10 2 -16 0 -26132370.9722
-10 2 -16 1 -20980577.1558
-10 2 -15 0 -32665566.6759
-10 2 -15 1 -27360748.6224
-10 2 -14 0 -23479147.4691
-10 2 -14 1 -31315569.1855
-10 2 -13 0 -26713835.8558
-10 2 -13 1 -31553178.7661
-10 2 -12 0 -33997801.0033
-10 2 -12 1 -37775021.7266
-10 2 -11 0 -44704283.9068
-10 2 -11 1 -51123334.9143
-10 2 -10 0 -52073440.3099
-10 2 -10 1 -54443450.4914
-10 2 -9 0 -39271469.4462
-10 2 -9 1 -50494693.3591
-10 2 -8 0 -26384067.4983
-10 2 -8 1 -36253520.0875
-10 2 -7 0 -22437166.8923
-10 2 -7 1 -12696876.2041
-10 2 -6 0 -154454.387805
-10 2 -6 1 -5493052.69427
-10 2 -5 0 -28309.3348318
-10 2 -5 1 -19252193.6955
-10 2 -4 0 -47274675.1834
-10 2 -4 1 -51556973.7561
-10 2 -3 0 -93932697.3925
-10 2 -3 1 -116812585.427
-10 2 -2 0 -45723941.1812
-10 2 -2 1 -81153257.6825
-10 2 -1 0 -49389627.9778
-10 2 -1 1 -49409713.3597
-10 2 0 0 -66016601.8275
-10 2 0 1 -68006162.9209
-10 2 1 0 -71756612.2167
-10 2 1 1 -78203021.3201
-10 2 2 0 -70888178.8664
-10 2 2 1 -72583547.2696
-10 2 3 0 -67125362.8235
-10 2 3 1 -62472050.4279
-10 2 4 0 -62040802.8362
-10 2 4 1 -71155184.9205
-10 2 5 0 -66432678.8122
-10 2 5 1 -72746299.1973
-10 2 6 0 -48712711.4356
-10 2 6 1 -59884342.5221
-10 2 7 0 -47586626.3328
-10 2 7 1 -61764844.8617
-10 2 8 0 -54471487.3975
-10 2 8 1 -56988236.0403
-10 2 9 0 -45868099.6926
-10 2 9 1 -51022019.8143
-10 2 10 0 -20047351.1471
-10 2 10 1 -20430892.1932
-10 2 11 0 -19400987.6209
-10 2 11 1 -29113504.1137
